age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,<=50k
33, Private,126223, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
64, Private,153894, Bachelors,13, Never-married, Sales, Unmarried, White, Female,0,0,40, Peru, <=50K
35, Private,331395, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private,440969, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
23, Private,218343, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private,247936, HS-grad,9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,2, Taiwan, <=50K
20, ?,289116, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,5, United-States, <=50K
37, Self-emp-not-inc,76855, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private,308764, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
45, ?,98265, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,184078, 12th,8, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private,111700, Some-college,10, Divorced, Sales, Other-relative, White, Female,0,0,20, United-States, >50K
45, Private,361842, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Federal-gov,72998, 11th,7, Divorced, Craft-repair, Not-in-family, Black, Female,14084,0,40, United-States, >50K
23, State-gov,314645, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Private,129629, Assoc-voc,11, Never-married, Tech-support, Other-relative, White, Female,0,0,36, United-States, <=50K
18, Private,189924, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
33, Private,311194, 11th,7, Never-married, Sales, Unmarried, Black, Female,0,0,17, United-States, <=50K
47, Private,49298, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private,251923, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
49, Local-gov,298445, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,60, United-States, >50K
34, Private,180284, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
64, Private,203783, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,8, United-States, <=50K
23, Private,250037, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
57, State-gov,109015, 12th,8, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private,194630, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private,239375, Bachelors,13, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private,117222, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,15, United-States, <=50K
60, ?,106282, 9th,5, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,248911, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, ?, <=50K
33, ?,369386, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,5178,0,40, United-States, >50K
38, Private,219902, HS-grad,9, Separated, Transport-moving, Unmarried, Black, Female,0,0,30, United-States, <=50K
29, Private,375482, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, England, <=50K
66, State-gov,132055, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1825,40, United-States, >50K
62, Private,223975, 7th-8th,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
40, Private,406811, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, Canada, <=50K
24, Private,154422, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
51, State-gov,341548, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,201022, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, >50K
20, Private,82777, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private,172855, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
54, Private,68684, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
42, Private,364832, 7th-8th,4, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private,276218, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
22, Private,251196, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,0,0,20, United-States, <=50K
46, Private,415051, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K
28, Private,129460, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,30, Ecuador, <=50K
21, State-gov,110946, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,43, United-States, <=50K
21, Private,191497, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
28, Local-gov,263600, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
62, Private,257277, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
54, Private,142169, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private,250630, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private,180277, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Hungary, <=50K
21, Private,440969, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
41, Local-gov,134524, Assoc-voc,11, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
36, State-gov,422275, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
37, Local-gov,65291, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Federal-gov,181657, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
21, Private,238068, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,216999, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private,531055, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,48, United-States, >50K
45, Private,297676, Assoc-acdm,12, Widowed, Sales, Unmarried, White, Female,0,0,40, Cuba, <=50K
22, Local-gov,121144, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,18, United-States, <=50K
20, Private,26842, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,2176,0,40, United-States, <=50K
27, Private,113054, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,43, United-States, <=50K
34, Private,152246, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,52, United-States, <=50K
46, Private,154405, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, United-States, <=50K
61, Private,103575, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
50, Self-emp-inc,152810, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, Germany, <=50K
37, Local-gov,44694, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
17, ?,48703, 11th,7, Never-married, ?, Own-child, White, Female,0,0,30, United-States, <=50K
56, Private,91905, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,4, United-States, <=50K
31, Private,168906, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
28, Private,153546, 11th,7, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private,225507, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
44, Private,188331, Some-college,10, Separated, Tech-support, Not-in-family, White, Female,0,0,38, United-States, <=50K
45, Private,187033, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,40, United-States, <=50K
23, Private,233923, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private,129767, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1721,40, United-States, <=50K
34, Private,180284, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
56, Self-emp-inc,75214, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States, >50K
42, Private,284758, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc,188330, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
29, Local-gov,115305, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,0,40, United-States, >50K
54, Private,172962, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,1340,40, United-States, <=50K
40, Private,198096, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Federal-gov,128608, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private,107460, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female,0,0,37, United-States, <=50K
51, Private,251841, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States, <=50K
66, State-gov,102640, HS-grad,9, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States, <=50K
39, Federal-gov,472166, Some-college,10, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Private,185216, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private,161838, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,57, United-States, <=50K
38, Private,165848, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
21, Private,138816, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States, <=50K
33, Self-emp-not-inc,99761, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
40, Private,176286, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private,215304, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
34, Local-gov,35683, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,10, United-States, <=50K
46, Private,102359, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, Private,200089, 5th-6th,3, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,30, Guatemala, <=50K
46, Private,295334, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
55, State-gov,181641, Some-college,10, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,37, United-States, <=50K
34, Private,176117, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,35, United-States, <=50K
27, Private,150296, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States, <=50K
20, Private,653574, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,33, El-Salvador, <=50K
23, Private,227070, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,48, El-Salvador, <=50K
38, Private,96185, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,32, United-States, <=50K
61, Self-emp-not-inc,140300, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,44, United-States, <=50K
17, ?,187539, 11th,7, Never-married, ?, Own-child, White, Female,0,0,10, United-States, <=50K
21, Private,237051, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
37, Private,389725, 12th,8, Divorced, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
23, Private,182812, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
34, Local-gov,93886, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,46, United-States, >50K
21, Private,502837, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Peru, <=50K
22, Private,156933, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,25, United-States, <=50K
20, Private,286734, Some-college,10, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,35, United-States, <=50K
49, Self-emp-inc,143482, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,65, United-States, >50K
37, Self-emp-not-inc,272090, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
57, Private,204816, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Self-emp-not-inc,65278, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,180060, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
43, Self-emp-not-inc,118261, Masters,14, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
45, Private,288437, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Other, Male,4064,0,40, United-States, <=50K
36, Private,186865, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
43, Private,260696, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,124111, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private,112564, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
46, Private,269284, Assoc-acdm,12, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, State-gov,175537, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,38, United-States, <=50K
37, Private,148143, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Local-gov,29075, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
66, State-gov,71075, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
21, Private,164991, HS-grad,9, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
51, Local-gov,154891, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Male,0,0,52, United-States, <=50K
34, Private,178841, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
42, Local-gov,191149, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private,29702, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
21, Private,157893, HS-grad,9, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
24, Federal-gov,210736, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,1974,40, United-States, <=50K
44, Self-emp-not-inc,47818, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
41, Private,202872, 10th,6, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc,24790, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
32, Private,316769, 11th,7, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
37, Private,126569, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private,234640, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
29, ?,65372, Some-college,10, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private,412379, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Self-emp-inc,112320, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Local-gov,100135, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
35, ?,98389, Some-college,10, Never-married, ?, Unmarried, White, Male,0,0,10, United-States, <=50K
36, Private,150548, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private,66006, 10th,6, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, State-gov,176077, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,37, United-States, <=50K
30, Private,161690, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, ?,242736, Assoc-acdm,12, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private,99357, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
56, Private,170070, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
29, State-gov,118520, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,42, United-States, <=50K
23, Local-gov,157331, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private,83064, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
24, Private,29302, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, ?, <=50K
42, Private,79036, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
72, Private,165622, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
57, Private,199847, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
17, Private,143868, 9th,5, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Private,176279, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Local-gov,177937, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
44, Private,155472, Assoc-acdm,12, Never-married, Prof-specialty, Unmarried, Black, Female,1151,0,50, United-States, <=50K
28, Private,264498, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc,215219, 11th,7, Separated, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
33, Private,190772, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,1617,40, United-States, <=50K
47, Private,162494, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, >50K
20, Private,182342, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private,101950, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
47, Private,142061, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private,40135, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private,187167, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
18, ?,157131, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,12, United-States, <=50K
27, Local-gov,255237, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, ?,192325, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private,163342, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,70, United-States, <=50K
25, Private,397317, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,745768, Some-college,10, Never-married, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, ?,362787, HS-grad,9, Never-married, ?, Unmarried, Black, Female,0,0,35, United-States, <=50K
26, Private,160300, HS-grad,9, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, ?,107801, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,3, United-States, <=50K
38, Private,478346, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688,0,40, United-States, >50K
68, Private,211162, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, State-gov,333530, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
21, Private,187088, Some-college,10, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, Cuba, <=50K
22, Private,133833, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
64, Private,210082, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,119287, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,28, United-States, >50K
50, Local-gov,308764, HS-grad,9, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
31, ?,99483, HS-grad,9, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private,198943, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
30, Private,311696, 11th,7, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,30, United-States, <=50K
38, Private,252897, Some-college,10, Divorced, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
24, Private,202721, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
29, Private,197565, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
24, Private,206827, Some-college,10, Never-married, Sales, Own-child, White, Female,5060,0,30, United-States, <=50K
38, Federal-gov,190895, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?, >50K
17, ?,219277, 11th,7, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private,45381, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States, <=50K
60, Private,225014, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc,405083, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, ?,186061, Some-college,10, Widowed, ?, Unmarried, Black, Female,0,4356,40, United-States, <=50K
28, Federal-gov,24153, 10th,6, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private,248186, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
20, Private,130840, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
40, Local-gov,321187, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
41, Local-gov,174491, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private,196344, 1st-4th,2, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Mexico, <=50K
29, Private,229656, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
46, Private,97883, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Federal-gov,197875, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,172766, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc,28186, Bachelors,13, Divorced, Farming-fishing, Not-in-family, White, Male,27828,0,50, United-States, >50K
36, State-gov,180752, Bachelors,13, Never-married, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
18, Private,39411, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
21, ?,105312, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Private,171676, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,1741,40, United-States, <=50K
22, State-gov,34310, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
36, State-gov,747719, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,50, United-States, >50K
25, Private,110978, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,37, India, >50K
40, Private,192259, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
31, Local-gov,190228, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private,238433, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
37, State-gov,166744, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
54, Private,144586, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
36, Private,134367, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
32, Private,217460, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
17, Private,106733, 11th,7, Never-married, Craft-repair, Own-child, White, Male,594,0,40, United-States, <=50K
54, Private,174102, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
57, Private,107443, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Portugal, <=50K
33, Private,65278, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private,220943, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,1594,40, United-States, <=50K
24, Private,143436, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
32, Private,143604, 10th,6, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,37, United-States, <=50K
35, Private,226311, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private,117310, Assoc-acdm,12, Widowed, Tech-support, Unmarried, White, Female,6497,0,40, United-States, <=50K
52, Private,154342, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
27, Private,360097, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Private,230356, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,163870, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private,138514, Assoc-voc,11, Divorced, Tech-support, Unmarried, Black, Female,0,0,48, United-States, <=50K
